"Id"	"Parent"	"Type"	"Summary"	"Planned For"	"Status"	"Story Points (numeric)"	"Blocks"
"339796"	"#216473"	"Story"	"Feature 216473: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 of N for Change Key Mgmt A4/A7 Provisioning to be Manual Instead of Automatic"	"Future"	"New"	"5"	"#339788"
"339795"	"#216473"	"Story"	"Feature 216473: Initiate CM PDO Processing for all CI's for Change Key Mgmt A4/A7 Provisioning to be Manual Instead of Automatic"	"Future"	"New"	"1"	""
"339794"	"#216473"	"Story"	"Feature 216473: IETM Update for Change Key Mgmt A4/A7 Provisioning to be Manual Instead of Automatic"	"Future"	"New"	"3"	"#339788"
"339793"	"#216473"	"Story"	"Feature 216473: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of N for Change Key Mgmt A4/A7 Provisioning to be Manual Instead of Automatic"	"Future"	"New"	"2"	"#339788"
"339792"	"#216473"	"Story"	"Feature 216473: IA Patching and STIGs Part 1 of N for Change Key Mgmt A4/A7 Provisioning to be Manual Instead of Automatic"	"Future"	"New"	"5"	"#339789"
"339791"	"#216473"	"Story"	"Feature 216473: Deployment Notes and Operator Impact Inputs Part 1 of N for Change Key Mgmt A4/A7 Provisioning to be Manual Instead of Automatic"	"Future"	"New"	"2"	"#339788"
"339790"	"#216473"	"Story"	"Feature 216473: Engineering IETM Development and Integration updates part 1 of N for Change Key Mgmt A4/A7 Provisioning to be Manual Instead of Automatic"	"Future"	"New"	"3"	"#339794"
"339789"	"#216473"	"Story"	"Feature 216473: IA Posture Assessment for Change Key Mgmt A4/A7 Provisioning to be Manual Instead of Automatic"	"Future"	"New"	"8"	"#339788"
"339788"	"#216473"	"Story"	"Feature Demo – Customer Demo Event - <Feature 216473>"	"Future"	"New"	"1"	"#339795"
"339787"	"#216473"	"Story"	"Feature 216473: IA - Define Patch/ Stig Requirements for Change Key Mgmt A4/A7 Provisioning to be Manual Instead of Automatic"	"Future"	"New"	"2"	"#339792"
"339673"	""	"Problem"	"PKI Deployment Plan needs to update AAA section to remove old published PKI CI certificates"	"Future"	"Assessing"	""	""
"339573"	""	"Problem"	"NMS SVD Changes Needed for Repair and Replace - Windows Server"	"Future"	"Assessing"	""	""
"339537"	""	"Problem"	"Issues with Windows 10 Workstations and IETM"	"Future"	"Assessing"	""	""
"339417"	"#350499"	"Story"	"RDE Build Forge: build RNC EM load module"	"Future"	"New"	"2"	""
"339321"	"#1004171"	"Problem"	"Module May Repeatedly Reject Provisioning of a Group"	"EA 15.4"	"Verifying"	""	""
"339192"	"#339182"	"Story"	"Feature 339182: Execute STCD in VLab"	"Future"	"New"	"2"	"#339184"
"339191"	"#339182"	"Story"	"Feature 339182: Initiate CM PDO Processing for all CI's"	"Future"	"New"	"1"	""
"339189"	"#339182"	"Story"	"Feature 339182: Create STCD and review with Stakeholders"	"Future"	"New"	"1"	"#339184"
"339187"	"#339182"	"Story"	"Feature 339182: Create Deployment Notes and Operator Impact Inputs"	"Future"	"New"	"1"	"#339184"
"339185"	"#339182"	"Story"	"Feature 339182: IA Posture Assessment for Upgrade Site Printers"	"Future"	"New"	"1"	"#339184"
"339184"	"#339182"	"Story"	"Feature 339182: Prep and Hold Feature Demo"	"Future"	"New"	"1"	"#339191"
"339183"	"#339182"	"Story"	"Feature 339182: IA - Support Printer Selection"	"Future"	"New"	"1"	"#339188"
"339182"	"#262146"	"Feature"	"Replace and Upgrade printers in the NMF"	"Future"	"Analyzing"	""	""
"339155"	""	"Problem"	"Redlines for Printer SVD"	"Future"	"Assessing"	""	""
"339140"	"#338744"	"Story"	"Feature 338744: Placeholder"	"Future"	"New"	"3"	"#339132"
"339139"	"#338744"	"Story"	"Feature 338744: Placeholder"	"Future"	"New"	"1"	""
"339137"	"#338744"	"Story"	"Feature 338744: Placeholder"	"Future"	"New"	"2"	"#339132"
"339136"	"#338744"	"Story"	"Feature 338744: Apply Patching and STIGs identified in Story 339131"	"Future"	"New"	"2"	"#339133"
"339133"	"#338744"	"Story"	"Feature 338744: IATT Compliance & IA Posture Assessment"	"Future"	"New"	"3"	"#339132"
"339131"	"#338744"	"Story"	"Feature 338744: Define Patches/STIGs - Initial Scans"	"Future"	"New"	"2"	"#339136"
"339042"	"#350499"	"Story"	"Investigate RDE build of RBS BOAM load module"	"Future"	"New"	"5"	""
"338744"	"#267568"	"Feature"	"Automate OTA Call Bank Log and Data Collection"	"Future"	"Implementing"	""	""
"338303"	"#338292"	"Feature"	"Configuration management Architecture baseline and Tools evalutation"	"Future"	"Draft"	""	""
"337851"	"#225731"	"Problem"	"Determine and fix root cause of CSCF Diameter interface drops"	"Future"	"Assessing"	""	""
"337662"	"#338036"	"Feature"	"Splunk forwarders in FOUO & Consistent Guard policy"	"Future"	"Draft"	""	""
"337428"	""	"Problem"	"Update firewalls to allow SSH from a Tectia client on a Windows 10 workstation"	"Future"	"Assessing"	""	"#339392"
"336988"	"#245570"	"Problem"	"RNC - RNH sends cellAvailableInd to GNH when op_state is disabled"	"Unassigned"	"Assessing"	""	""
"336799"	"#393391"	"Problem"	"CSCF and HSS files on root partition fill up"	"PI 16"	"Approved"	""	""
"336784"	""	"Problem"	"Update Splunk dashboard help to explain that some WCDMA failure patterns may imply AWARE failures & not system failures"	"Unassigned"	"Assessing"	""	""
"336443"	""	"Problem"	"Windows 10 workstation displays McAfee warning about out of date DAT files"	"Future"	"Approved"	""	""
"336421"	""	"Problem"	"GIS Firewall (WH, SC, NW, AU) is denying NTP messages to CE router, internal and external switch occasionally."	"Future"	"Assessing"	""	""
"336320"	"#389645"	"Problem"	"MAS Registrar causes the two MAS devices to be Out-of-Sync"	"Future"	"Approved"	""	""
"336310"	"#299984"	"Problem"	"Missed Detection of Faults/Delayed Recoveries due to Failed Translate Map in OSS-RC for CSCF/HSS"	"PI 16"	"Approved"	""	""
"336305"	"#291060"	"Problem"	"Central GNH fails to Respond to NMS Provisioning Commands (TT# INC000002799407)"	"Future"	"Approved"	""	""
"336303"	"#283251"	"Problem"	"Issue with PPK Rollover when Additional Radios Are Added to Group"	"Future"	"Assessing"	""	""
"336302"	"#279306"	"Problem"	"Investigate and Solve NBAP Radio Link Setup msg short in some cases"	"Future"	"Assessing"	""	""
"336301"	"#279303"	"Problem"	"Investigate B2U Power control, Initial dpch/cpich ratio should not exceed max b2u power"	"Future"	"Assessing"	""	""
"336300"	"#270346"	"Problem"	"RNC: GSLN Preemption Warning Not Sent to Group Following Normal Preemption"	"Future"	"Approved"	""	""
"336298"	"#245570"	"Problem"	"RNC Board Crashes are seen at site and in VLab"	"Future"	"Approved"	""	""
"336295"	""	"Problem"	"Investigate blocks being lost outside of RLC"	"Future"	"Assessing"	""	""
"336294"	""	"Problem"	"PCR MUOSMU-15395 Investigate consistent packet drop levels"	"Future"	"Assessing"	""	""
"336293"	"#245573"	"Problem"	"Investigate high initial B2U BLER"	"Future"	"Assessing"	""	""
"336291"	"#245573"	"Problem"	"Investigate continuous higher than expected BLER"	"Future"	"Assessing"	""	""
"336288"	"#245567"	"Problem"	"Investigate why installing RCGApps.rpm puts in outdated CRLs"	"Future"	"Assessing"	""	""
"336259"	""	"Problem"	"All Firewalls are denying ospf messages."	"Future"	"Assessing"	""	""
"336253"	"#225449"	"Problem"	"Reliability in 64k PtP Flow data transmissions."	"Future"	"Assessing"	""	""
"336241"	"#219764"	"Problem"	"Maintain Established GNLs"	"Future"	"Assessing"	""	""
"336239"	"#1004171"	"Problem"	"GNH router forwarding table corruption"	"EA 15.4"	"Verifying"	""	""
"336200"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - OS Configuration"	"Unassigned"	"New"	"5"	""
"336199"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - OS Configuration"	"Unassigned"	"New"	"1"	""
"336197"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - Access Control"	"Unassigned"	"New"	"1"	""
"336194"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - SQL"	"Unassigned"	"New"	"1"	""
"336190"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - Audit and Syslog"	"Unassigned"	"New"	"1"	""
"336189"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - Remove Unneeded Services"	"Unassigned"	"New"	"1"	""
"336186"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - SSL Configuration"	"Unassigned"	"New"	"1"	""
"336184"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - Web Server Configuration"	"Unassigned"	"New"	"5"	""
"336177"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - File and Host Intrusion Protection"	"Unassigned"	"New"	"5"	""
"336176"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - File and Host Intrusion Protection"	"Unassigned"	"New"	"1"	""
"336171"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - Fault Management Application Replacement"	"Unassigned"	"New"	"1"	""
"336155"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - Fault Management Application Replacement"	"Unassigned"	"New"	"5"	""
"336148"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - Routing Protocols"	"Unassigned"	"New"	"1"	""
"336126"	""	"Problem"	"Firewall is denying multiple devices NetBIOS/host identitiy protocol 139 connection to inf101-wh-rfa and other destinations"	"Unassigned"	"Assessing"	""	""
"336121"	"#336108"	"Story"	"Feature 336108:  Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 3 of N"	"Unassigned"	"New"	"5"	"#336110"
"336120"	"#336108"	"Story"	"Feature 336108: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 of N"	"Unassigned"	"New"	"5"	"#336110"
"336119"	"#336108"	"Story"	"Feature 336108:  Initiate CM PDO Processing for all CI's"	"Unassigned"	"New"	"1"	""
"336117"	"#336108"	"Story"	"Feature 336108:  ILS IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"1"	""
"336116"	"#336108"	"Story"	"Feature 336108: ILS IETM update"	"Unassigned"	"New"	"3"	"#336110"
"336115"	"#336108"	"Story"	"Feature 336108:  Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of N"	"Unassigned"	"New"	"2"	"#336110"
"336114"	"#336108"	"Story"	"Feature 336108:  IA Patching and STIGs Part 1 of N"	"Unassigned"	"New"	"5"	"#336111"
"336113"	"#336108"	"Story"	"Feature 336108: Deployment Notes and Operator Impact Inputs Part 1 of N"	"Unassigned"	"New"	"2"	"#336110"
"336112"	"#336108"	"Story"	"Feature 336108:  Engineering IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"3"	"#336116"
"336111"	"#336108"	"Story"	"Feature 336108: IA Posture Assessment"	"Unassigned"	"New"	"8"	"#336110"
"336110"	"#336108"	"Story"	"Feature 336108: Feature Demo – Customer Demo Event "	"Unassigned"	"New"	"1"	"#336119"
"336109"	"#336108"	"Story"	"Feature 336108: IA - Define Patch/ Stig Requirements"	"Unassigned"	"New"	"2"	"#336114"
"336108"	"#216552"	"Feature"	"Feature 336108: Remediate IA Findings (identified Q4 2018) for Windows 2003 NMF FCAP/FCAPS servers"	"Future"	"Draft"	""	""
"336107"	""	"Problem"	"Northwest /Wahiawa GIS Firewall is denying ESP packets from NIPRNET haipe destine to UE P2N (APN11/APN12)."	"Future"	"Assessing"	""	""
"336074"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Update Login Banners"	"Unassigned"	"New"	"1"	""
"336073"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Update SNMP v3 (for default name, get bulk, etc.)"	"Unassigned"	"New"	"1"	""
"336072"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Update Internet Transport and Routing Configurations"	"Unassigned"	"New"	"1"	""
"336071"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Update Syslog and Audits (audit log rotations, audit password protection)"	"Unassigned"	"New"	"1"	""
"336070"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Update OS Configuration (root account management, access control program, dynamic kernel functions)"	"Unassigned"	"New"	"1"	""
"336066"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - File Integrity and Host Protection (HBSS, system package management)"	"Unassigned"	"New"	"1"	""
"336063"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Access Control (password complexity, password expiry, crypto, UID, GID, etc.)"	"Unassigned"	"New"	"1"	""
"336062"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Apply NTP Updates ."	"Unassigned"	"New"	"1"	""
"336061"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Update the Web Server Configuration (HTTP Trace/Track, Apache Server, etc.)."	"Unassigned"	"New"	"1"	""
"336057"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Configure Run Control Script (limit execution rights)"	"Unassigned"	"New"	"1"	""
"336053"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Remove unneeded services (rlogin, rsh, telnet, etc.)"	"Unassigned"	"New"	"1"	""
"336052"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Update OS Configuration attributes"	"Unassigned"	"New"	"1"	""
"336049"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Directory and File Access Controls"	"Unassigned"	"New"	"1"	""
"336048"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Remove Host Files (.rhosts, .shosts, .host.equiv, .forward, etc.)"	"Unassigned"	"New"	"1"	""
"336043"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Boot from Boot Device"	"Unassigned"	"New"	"1"	""
"335986"	""	"Problem"	"fcap101-wh-nma issue - whiassfw1 firewall reports that fcap101-wh-nma communication with  etnbe-au/nw/sc/wh over port 8081 is not allowed."	"Unassigned"	"Assessing"	""	""
"335982"	"#335969"	"Story"	"Feature 335969: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 3 of N"	"Unassigned"	"New"	"5"	"#335971"
"335981"	"#335969"	"Story"	"Feature 335969: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 of N"	"Unassigned"	"New"	"5"	"#335971"
"335980"	"#335969"	"Story"	"Feature 335969: Initiate CM PDO Processing for all CI's"	"Unassigned"	"New"	"1"	""
"335978"	"#335969"	"Story"	"Feature 335969: ILS IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"1"	""
"335977"	"#335969"	"Story"	"Feature 335969: ILS IETM update"	"Unassigned"	"New"	"3"	"#335971"
"335976"	"#335969"	"Story"	"Feature 335969: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of N"	"Unassigned"	"New"	"2"	"#335971"
"335975"	"#335969"	"Story"	"Feature 335969: IA Patching and STIGs Part 1 of N"	"Unassigned"	"New"	"5"	"#335972"
"335974"	"#335969"	"Story"	"Feature 335969: Deployment Notes and Operator Impact Inputs Part 1 of N"	"Unassigned"	"New"	"2"	"#335971"
"335973"	"#335969"	"Story"	"Feature 335969: Engineering IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"3"	"#335977"
"335972"	"#335969"	"Story"	"Feature 335969: IA Posture Assessment"	"Unassigned"	"New"	"8"	"#335971"
"335971"	"#335969"	"Story"	"Feature 335969: Feature Demo – Customer Demo Event "	"Unassigned"	"New"	"1"	"#335980"
"335970"	"#335969"	"Story"	"Feature 335969: IA - Define Patch/ Stig Requirements"	"Unassigned"	"New"	"2"	"#335975"
"335969"	"#216552"	"Feature"	"Feature 335969: Remediate IA Findings (Identified Q4 2018) for Solaris 9 DNS Servers"	"Future"	"Draft"	""	""
"335966"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Login Banners"	"Unassigned"	"New"	"1"	""
"335965"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Internet Transport and Routing configurations"	"Unassigned"	"New"	"1"	""
"335964"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Syslog and Audits (audit log rotations, audit password protection"	"Unassigned"	"New"	"1"	""
"335963"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - File Integrity and Host Protection (HBSS, system package management)"	"Unassigned"	"New"	"1"	""
"335961"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Access Control (password complexity, password expiry, crypto, UID, GID, etc.)"	"Unassigned"	"New"	"1"	""
"335960"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - OS Configuration (non-executable stacks, system access control, directory paths, etc.)"	"Unassigned"	"New"	"1"	""
"335959"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Directory Access Controls (public directories, /etc directories, ftp access, etc.)"	"Unassigned"	"New"	"1"	""
"335958"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - NTP Updates"	"Unassigned"	"New"	"1"	""
"335957"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - SSL Cert fixes."	"Unassigned"	"New"	"1"	""
"335955"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Update Webserver Configuration"	"Unassigned"	"New"	"1"	""
"335954"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Remove Track/Trace for HTTP"	"Unassigned"	"New"	"1"	""
"335952"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Fix Citrix published applications, etc."	"Unassigned"	"New"	"1"	""
"335949"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - LDAP server update (fix NULL searches)"	"Unassigned"	"New"	"1"	""
"335946"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Configure Run Control Script"	"Unassigned"	"New"	"1"	""
"335944"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Remove host files"	"Unassigned"	"New"	"1"	""
"335942"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Boot only from boot device configuration"	"Unassigned"	"New"	"1"	""
"335941"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - eDirectory eHost configuration changes"	"Unassigned"	"New"	"1"	""
"335934"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - SNMP v3 Updates"	"Unassigned"	"New"	"1"	""
"335932"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Remove unneeded services."	"Unassigned"	"New"	"1"	""
